กลุ่มยา,ชื่อสามัญ,รูปแบบยา/ความแรง,ขนาดบรรจุ,รูปแบบยา,ความแรง,หน่วยความแรง,ขนาดบรรจุ,หน่วยขนาดบรรจุ,ราคากลาง(รวมภาษีมูลค่าเพิ่ม)(บาท),หมายเหตุ
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Haloperidol,tab (as base) 2 mg,1000,,,,,,535,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Haloperidol,tab (as base) 5 mg,1000,,,,,,856,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hepatitis B  vaccine (HB),inj 10 mcg/0.5 ml (0.5 ml),1,,,,,,246.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hepatitis B  vaccine (HB),inj 20 mcg/ml (1 ml),1,,,,,,246.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,"Hepatitis B immunoglobulin,human",inj 200 iu/ml (2 ml),,,,,,,,ราคาตามที่สภากาชาดกำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydralazine hydrochloride ,sterile pwdr 20 mg,5,,,,,,1209.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydralazine hydrochloride ,tab 25 mg,500,,,,,,750.07,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydralazine hydrochloride ,tab 50 mg,500,,,,,,669.82,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydrochlorothiazide (HCTZ),tab 25 mg,500,,,,,,90.95,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydrochlorothiazide (HCTZ),tab 50 mg,1000,,,,,,200.09,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydrochlorothiazide (HCTZ),tab 50 mg,500,,,,,,126.59,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydrocortisone ,sterile susp (as acetate) 50 mg/ml (2ml),1,,,,,,51.36,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydrogen peroxide,sol 6% (450 ml),1,,,,,,26.75,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydroxychloroquine sulfate ,tab 200 mg,50,,,,,,500.76,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hydroxyprogesterone caproate,sterile oily sol for inj 250 mg/ml (1 ml),1,,,,,,103.79,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Hypromellose (with preservative),eye drop 5 mg/ml (10 ml),1,,,,,,27.82,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Imipramine hydrochloride,tab 25 mg,1000,,,,,,551.05,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Indinavir sulfate ,cap 200 mg,360,,,,,,1651.01,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Indinavir sulfate ,cap 400 mg,180,,,,,,1651.01,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Indomethacin,cap 25 mg,1000,,,,,,200.09,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Iopamidol,sterile sol 300 mg/ml as iodine (10 ml),1,,,,,,531.79,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Isoflurane,volatile liquid (250 ml),1,,,,,,4601,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Isosorbide dinitrate,tab 10 mg,1000,,,,,,540.35,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Isosorbide dinitrate,tab 10 mg,500,,,,,,270.71,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Isosorbide mononitrate,tab 20 mg,100,,,,,,96.3,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ketamine hydrochloride,sterile sol  50 mg/ml (10 ml) ,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ketoconazole,cream 2% (5 g),1,,,,,,10.7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ketoconazole,tab 200 mg,250,,,,,,480.43,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lactulose,syr 66.7% (100 ml),1,,,,,,58.85,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lamivudine (3TC)                                       ,syr 10 mg/ml (60 ml),1,,,,,,60.99,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lamivudine (3TC)                                       ,tab 100 mg,28,,,,,,196.88,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lamivudine (3TC)                                       ,tab 150 mg,60,,,,,,486.85,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Levonorgestrel,tab 750 mcg,2,,,,,,32.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Levothyroxine sodium (L-thyroxine sodium),tab 50 mcg,500,,,,,,145.52,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine + Prilocaine,cream (30 g),1,,,,,,668.75,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride,gel 2% (30 g),1,,,,,,133.75,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride,spray 10% (50 ml),1,,,,,,438.7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride,sterile sol 1% (20 ml),1,,,,,,19.26,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride,sterile sol 1% (50 ml),1,,,,,,25.68,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride,sterile sol 2% (20 ml),1,,,,,,20.33,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride,sterile sol 2% (50 ml),1,,,,,,32.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride + Epinephrine,sterile sol (1.8 ml),50,,,,,,460.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride + Epinephrine,sterile sol 1% vial (20 ml),1,,,,,,49.22,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride + Epinephrine,sterile sol 1% vial (50 ml),1,,,,,,58.85,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride + Epinephrine,sterile sol 2% vial (20 ml),1,,,,,,50.29,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lidocaine hydrochloride + Epinephrine,sterile sol 2% vial (50 ml),1,,,,,,74.9,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Loperamide hydrochloride,cap 2 mg,1000,,,,,,428,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Loratadine,tab 10 mg,100,,,,,,70.62,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Loratadine,tab 10 mg,500,,,,,,300.67,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lorazepam,tab 0.5 mg,1000,,,,,,220.42,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Lorazepam,tab 1 mg,1000,,,,,,350.96,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Mannitol,sterile sol 20% (250 ml),1,,,,,,160.5,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Measles-Mumps-Rubella vaccine (MMR),inj (0.5 ml),1,,,,,,196.88,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Mebendazole,tab 100 mg,500,,,,,,255.73,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Medroxyprogesterone acetate,sterile susp 50 mg/ ml (3 ml),1,,,,,,10.7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Medroxyprogesterone acetate,tab 5 mg,100,,,,,,802.5,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Megestrol acetate,tab 160 mg,30,,,,,,1950.61,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Methadone hydrochloride                  ,oral sol 10 mg/ml (1000 ml),,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Methotrexate                    ,tab (as base or sodium) 2.5 mg,100,,,,,,590.11,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Methyldopa,tab 125 mg,500,,,,,,588.5,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Methyldopa,tab 250 mg,500,,,,,,749,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Methylergometrine maleate,sterile sol 0.2 mg/ml (1 ml),1,,,,,,7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Methylphenidate,tab 10 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Metoclopramide ,tab 10 mg,1000,,,,,,186.18,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Metronidazole                     ,"sterile sol (as base)
0.5 % (100 ml)",1,,,,,,18.19,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Metronidazole                     ,"susp (as benzoate)
200 mg/5 ml (60 ml)",1,,,,,,60.99,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Mianserin hydrochloride,tab 10 mg,500,,,,,,1000.03,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Mianserin hydrochloride,tab 30 mg,500,,,,,,2452.44,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Miconazole nitrate,oral gel 2% (10 g),1,,,,,,84.53,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Midazolam hydrochloride,sterile sol 5 mg/ml (1 ml),,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Midazolam hydrochloride,sterile sol 5 mg/ml (3 ml),,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Midazolam maleate ,tab 15 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,SR cap 20 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,SR cap 50 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,SR tab 10 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,"sterile sol 10 mg/ml (1 ml), 1 amp",,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,"sterile sol 10 mg/ml (1 ml),10 amp",,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,tab 10 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,tab 30 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Morphine sulfate,tab 60 mg,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Mupirocin,oint 2 % (5 g),12,,,,,,479.15,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Naproxen,compressed tab (as base) 250 mg,500,,,,,,650.56,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Niclosamide,tab 500 mg,100,,,,,,133.75,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Norepinephrine                                   ,sterile sol (as bitartrate or hydrochloride) 0.1% (4 ml),1,,,,,,267.5,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Norethisterone,tab 5 mg,100,,,,,,374.5,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Norfloxacin,tab 100 mg,100,,,,,,59.92,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Nortriptyline hydrochloride,tab 10 mg,1000,,,,,,585.29,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Nortriptyline hydrochloride,tab 25 mg,1000,,,,,,1200.54,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Nystatin,oral susp 0.1 M/ml (12 ml),1,,,,,,31.03,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Nystatin,vaginal tab 0.1 M,100,,,,,,200.09,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ofloxacin,tab 100 mg,100,,,,,,99.51,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ofloxacin,tab 200 mg,100,,,,,,139.1,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Oseltamivir phosphate,cap 30 mg,10,,,,,,120.91,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Oseltamivir phosphate,cap 45 mg,10,,,,,,150.87,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Oxytocin,sterile sol 10 iu/ml (1 ml),1,,,,,,12.84,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pancuronium bromide ,sterile sol 2 mg/ml (2 ml),1,,,,,,50.62,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Paracetamol (Acetaminophen),syr 100 mg/ml (15 ml) ,1,,,,,,10.06,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pethidine hydrochloride,"sterile sol 50 mg/ml (1 ml),1 amp ",,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pethidine hydrochloride,"sterile sol 50 mg/ml (1 ml),10 amp",,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pethidine hydrochloride,sterile sol 50 mg/ml (2 ml) ,,,,,,,,ราคาตามที่สนง.อย.กำหนด
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,"Phenoxymethylpenicillin potassium  
(Penicillin V)",dry syr 62.5 mg/5 ml (60 ml),1,,,,,,10.7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,"Phenoxymethylpenicillin potassium 
(Penicillin V)",tab 125 mg,500,,,,,,204.37,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,"Phenoxymethylpenicillin potassium 
(Penicillin V)",tab 250 mg,500,,,,,,379.85,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Phenylephrine hydrochloride  ,eye drop 10% (5 ml) ,1,,,,,,128.4,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pimozide ,tab 1 mg ,100,,,,,,350.96,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Piroxicam,cap (as base) 10 mg,500,,,,,,248.24,
